kanji,pc1_loading,pc2_loading
浅,-0.008329269959473785,-0.02564789088242155
曽,-0.016879022229839273,-0.014650244898527768
遠,0.05095962401886751,0.00846673379705566
音,-0.0008015069981982938,0.08905382200324645
真,-0.002762802240610328,0.025684697467738618
猪,0.009174409564937777,-0.01646366763105886
香,-0.025278063327606366,-0.018234618656808012
比,-0.011013690692193802,0.009545917550502915
板,0.008713904486221013,-0.019213739172212557
登,-0.014598297127256011,0.038397919445967925
居,0.03869046658094587,0.05761494652992955
奈,-0.02049950916257669,0.000943975434104958
勝,0.013437689521604667,0.01830025481830328
作,-0.007037937605042738,-0.009906273925591512
理,-0.009316032128019291,-0.0038453452204416606
杉,0.00274578903806581,-0.02556811759552941
姫,-0.0064430668553562345,-0.0029323271935160866
伏,0.008473521083345157,0.011820274995157193
犬,-0.00603709227922243,-0.015502933570798261
軽,0.01419100659792087,-0.0157782549360396
駒,-0.009834578228442704,0.015381605793005695
釧,0.009156293282832337,0.06394347977765326
留,0.00845845963107124,-0.008058115520164019
亘,-0.008930561091102589,-0.0028356997013539087
月,0.006885978160777473,-0.0040063094201468075
世,-0.002519235526718748,-0.026830800590651026
切,0.016448250471519335,-0.05755474220019984
盛,0.0889603172771896,-0.004890258298798105
綾,-0.005807410674935356,-0.006054803548531499
万,0.010013071576910003,-0.010622712162921077
武,-0.005896550650112128,-0.007364594940527534
家,-0.023468096935181176,-0.048772571986761125
脇,-0.01057878773839592,-0.009133907080684995
寄,0.0011369132974464338,0.08018655881495144
舘,0.04185156600576884,-0.0592221745526088
形,0.005159523457781075,-0.020110541161545186
篠,0.11397070251363396,0.045423910106162146
寒,-0.007914251865159408,0.0895534644916198
更,0.03024254349153428,0.10808296183360341
萩,-0.006013973483443471,-0.014929281835419837
笹,0.06781961454132229,-0.0290651520032204
静,-0.00020960663017914705,0.014201731584252402
滑,-0.005001256894014589,0.02259528036677637
片,0.018646067756461562,-0.030493999185407163
頭,0.013244747173258908,-0.03427115292054171
