kanji,pc1_loading,pc2_loading
市,-0.42462719758174594,0.0215910903109746
町,0.1719170219714698,-0.0875097081206038
田,-0.04606189103709419,0.054225297340185524
大,0.2260019021976544,0.02409663260113604
郡,0.43963788963594,-0.048298493928064824
区,-0.24365921040248664,-0.09216533132614611
川,0.05346925496911511,-0.047911530502583524
山,-0.020015873921159444,0.026900000291507683
字,0.3486198153521633,-0.009587965842939895
野,-0.021887418610962276,0.040505549309697096
島,0.026738562041883435,-0.012465345800925535
原,-0.023040410907360375,0.015657714052597603
岡,-0.0741606326261263,0.022129324016050028
沢,-0.010561591755124711,0.06612146013932681
条,-0.023285388628689757,-0.19191226026399072
小,-0.0212937076954629,0.03300287158216283
津,0.020920364350225425,-0.010854666348171378
崎,-0.05522514834055126,0.013248626877878849
松,-0.04800071433370583,-0.007430275436306234
宮,-0.05841195110924192,0.038028570635455124
本,-0.07523189066703644,-0.016585420016238177
谷,-0.04977060954734899,0.02622383628633141
屋,-0.04702587464775449,-0.0059308906661452426
戸,-0.02228360503142992,0.015044294841642969
豊,0.005073838749000617,-0.028049737066241573
木,0.019224950621765668,0.002967287842907051
高,0.00419574015610707,-0.00011038990163117895
井,-0.026733239989795952,0.01910334005317368
京,-0.04252834837924784,-0.011184710213663055
平,-0.009156305507995122,0.030770475140402386
村,0.18756888581651446,0.056875161509686925
名,-0.03912768013173449,-0.015448190281149733
古,-0.038036899390184675,0.020739543856779993
神,-0.037941308437483924,-0.007447870016739446
石,-0.014751854757775346,0.08142083262660127
前,0.0007410320208579215,-0.004996342861366814
内,0.051846136433681286,-0.012025926247561098
福,-0.06025592367206347,-0.006051697942111845
和,0.002359829445353696,-0.0013387482050176939
日,-0.02183784368760112,-0.011235518539424855
長,-0.0010370394369492825,0.020337293776443232
浜,-0.08715186528127823,-0.0316430105669552
城,0.010161084548913388,-0.006164168694906782
台,-0.17077417820195867,-0.022986309536470448
尾,-0.04122733578305849,-0.008243019197118683
美,0.00311795995727089,-0.03646208612466631
河,0.053784743476117336,-0.05256757340031727
寺,-0.0902998844784046,-0.008069977829342724
江,-0.01649606329781263,-0.01227461274538291
地,-0.0019688708645359274,0.44901424080557434
白,0.006676722245141977,-0.016179199194530095
幌,-0.0013701256474595196,-0.19079326878667613
都,0.004654254347386813,-0.0035554748237484586
見,-0.03617666860713772,-0.019199783525604683
